total_spent_so_far,day_of_month,avg_daily_spend,food_spend,transport_spend,shopping_spend,bnpl_spend,entertainment_spend,days_remaining,budget,spend_ratio,income,bnpl_total,num_loans,savings,bnpl_ratio,savings_ratio,persona,has_bnpl,description,actual_month_total,risk_score
804.44,13,61.88,230.38,100.29,193.21,0.0,101.32,17,1215.73,0.662,1465.24,0.0,0,356.89,0.0,0.244,young_prof,0,"Professional job, 2-5 years experience",1953.73,2.66
229.11,4,57.28,55.17,26.98,59.07,0.0,28.86,26,795.41,0.288,1021.16,0.0,0,248.03,0.0,0.243,young_prof,0,"Professional job, 2-5 years experience",1637.25,0.0
1105.19,19,58.17,274.31,143.75,245.63,0.0,124.97,11,1314.63,0.841,1604.67,0.0,0,97.54,0.0,0.061,young_prof,0,"Professional job, 2-5 years experience",1605.62,1.04
523.04,14,37.36,147.29,61.15,118.12,0.0,67.98,16,873.35,0.599,1098.28,0.0,0,281.39,0.0,0.256,young_prof,0,"Professional job, 2-5 years experience",1095.21,0.0
1272.65,24,53.03,312.16,162.28,285.81,0.0,135.41,6,1176.09,1.082,1337.25,0.0,0,201.69,0.0,0.151,young_prof,0,"Professional job, 2-5 years experience",1699.02,15.79
638.28,17,37.55,176.87,82.63,146.77,163.94,69.23,13,803.05,0.795,1092.93,491.82,4,1.83,0.45,0.002,young_prof,1,"Professional job, 2-5 years experience",1060.71,59.48
336.29,6,56.05,93.93,41.67,83.07,75.22,37.71,24,1462.55,0.23,1734.72,225.65,1,186.54,0.13,0.108,young_prof,1,"Professional job, 2-5 years experience",1591.04,19.56
505.06,8,63.13,129.49,60.3,113.07,116.42,54.55,22,1529.5,0.33,1768.32,349.26,2,176.46,0.198,0.1,young_prof,1,"Professional job, 2-5 years experience",2049.7,30.8
689.07,9,76.56,195.02,78.99,166.0,0.0,91.43,21,1420.16,0.485,1676.91,0.0,0,371.47,0.0,0.222,young_prof,0,"Professional job, 2-5 years experience",2457.14,0.09
470.78,10,47.08,118.75,50.24,112.25,0.0,54.24,20,983.93,0.478,1087.1,0.0,0,114.18,0.0,0.105,young_prof,0,"Professional job, 2-5 years experience",1356.69,4.67
518.46,13,39.88,142.75,67.62,125.07,0.0,60.76,17,873.53,0.594,1127.56,0.0,0,140.0,0.0,0.124,young_prof,0,"Professional job, 2-5 years experience",1229.91,7.91
1236.19,24,51.51,345.33,158.32,281.5,0.0,148.78,6,1051.51,1.176,1275.37,0.0,0,106.73,0.0,0.084,young_prof,0,"Professional job, 2-5 years experience",1515.42,14.66
907.58,30,30.25,246.33,100.44,219.01,0.0,108.73,0,792.24,1.146,1017.44,0.0,0,141.52,0.0,0.139,young_prof,0,"Professional job, 2-5 years experience",907.58,13.69
2554.36,28,91.23,593.08,342.6,586.87,0.0,290.1,2,1374.16,1.859,1723.86,0.0,0,394.59,0.0,0.229,young_prof,0,"Professional job, 2-5 years experience",2901.7,37.52
34.17,1,34.17,9.18,3.92,7.39,155.84,4.09,29,740.12,0.046,1038.95,467.53,4,5.75,0.45,0.006,young_prof,1,"Professional job, 2-5 years experience",1170.67,66.35
358.09,4,89.52,94.89,48.11,90.43,0.0,39.16,26,1233.54,0.29,1389.37,0.0,0,237.57,0.0,0.171,young_prof,0,"Professional job, 2-5 years experience",2613.18,2.9
1451.46,30,48.38,399.21,168.23,335.84,0.0,168.6,0,1021.81,1.42,1315.57,0.0,0,355.18,0.0,0.27,young_prof,0,"Professional job, 2-5 years experience",1451.46,21.65
818.07,17,48.12,192.49,107.41,208.93,0.0,108.93,13,891.06,0.918,1068.76,0.0,0,260.11,0.0,0.243,young_prof,0,"Professional job, 2-5 years experience",1520.33,5.58
185.72,3,61.91,53.78,20.11,45.88,0.0,22.27,27,844.01,0.22,964.63,0.0,0,40.99,0.0,0.042,young_prof,0,"Professional job, 2-5 years experience",1577.48,3.26
988.75,25,39.55,228.59,119.34,226.65,0.0,132.14,5,928.69,1.065,1099.65,0.0,0,296.32,0.0,0.269,young_prof,0,"Professional job, 2-5 years experience",1125.26,3.9
1299.42,21,61.88,334.78,166.83,332.18,0.0,137.69,9,1335.15,0.973,1646.95,0.0,0,408.32,0.0,0.248,young_prof,0,"Professional job, 2-5 years experience",1775.47,4.07
1113.24,22,50.6,264.7,132.84,237.1,220.26,120.04,8,1099.68,1.012,1505.18,660.79,3,21.3,0.439,0.014,young_prof,1,"Professional job, 2-5 years experience",1586.83,59.33
1019.73,21,48.56,263.81,134.03,251.37,196.11,124.4,9,1146.9,0.889,1627.02,588.34,3,53.28,0.362,0.033,young_prof,1,"Professional job, 2-5 years experience",1581.37,48.83
1281.18,20,64.06,352.91,162.6,333.33,140.59,142.76,10,1460.82,0.877,1784.95,421.76,3,120.48,0.236,0.067,young_prof,1,"Professional job, 2-5 years experience",1922.42,42.57
1030.44,11,93.68,284.38,110.88,265.79,244.68,135.26,19,1358.32,0.759,1631.19,734.03,4,15.26,0.45,0.009,young_prof,1,"Professional job, 2-5 years experience",2546.84,61.35
190.35,2,95.17,51.5,24.97,41.26,0.0,20.43,28,849.74,0.224,1076.53,0.0,0,86.27,0.0,0.08,young_prof,0,"Professional job, 2-5 years experience",2941.72,4.97
521.63,18,28.98,144.91,68.32,112.87,0.0,66.65,12,810.32,0.644,967.19,0.0,0,180.38,0.0,0.187,young_prof,0,"Professional job, 2-5 years experience",799.74,7.44
926.32,19,48.75,219.39,117.0,212.42,0.0,118.49,11,1255.13,0.738,1389.49,0.0,0,183.2,0.0,0.132,young_prof,0,"Professional job, 2-5 years experience",1330.72,0.0
411.43,7,58.78,94.21,53.73,109.93,0.0,49.02,23,1318.5,0.312,1747.71,0.0,0,173.17,0.0,0.099,young_prof,0,"Professional job, 2-5 years experience",1800.46,8.31
2179.83,23,94.78,521.88,290.25,522.88,0.0,292.04,7,1503.99,1.449,1777.6,0.0,0,36.76,0.0,0.021,young_prof,0,"Professional job, 2-5 years experience",3018.83,29.59
731.49,12,60.96,168.57,82.35,162.63,234.46,82.74,18,1068.26,0.685,1563.06,703.38,3,3.81,0.45,0.002,young_prof,1,"Professional job, 2-5 years experience",1871.99,57.97
421.04,6,70.17,116.36,45.91,109.7,0.0,45.32,24,1534.87,0.274,1686.59,0.0,0,313.4,0.0,0.186,young_prof,0,"Professional job, 2-5 years experience",2010.81,0.0
1553.08,28,55.47,365.49,167.93,394.91,0.0,190.17,2,1232.96,1.26,1442.84,0.0,0,229.3,0.0,0.159,young_prof,0,"Professional job, 2-5 years experience",1553.08,16.39
810.06,23,35.22,225.39,103.77,203.6,0.0,86.04,7,775.07,1.045,950.29,0.0,0,175.84,0.0,0.185,young_prof,0,"Professional job, 2-5 years experience",1129.36,11.61
70.78,1,70.78,17.05,9.13,15.09,0.0,8.81,29,1393.89,0.051,1736.53,0.0,0,266.28,0.0,0.153,young_prof,0,"Professional job, 2-5 years experience",2140.32,0.0
1086.51,28,38.8,306.11,114.97,272.34,0.0,121.62,2,817.52,1.329,949.46,0.0,0,67.02,0.0,0.071,young_prof,0,"Professional job, 2-5 years experience",1134.35,15.21
585.42,11,53.22,155.56,68.29,126.85,0.0,65.94,19,988.4,0.592,1282.75,0.0,0,268.49,0.0,0.209,young_prof,0,"Professional job, 2-5 years experience",1695.24,3.93
533.64,10,53.36,131.57,66.89,130.78,0.0,65.96,20,1054.62,0.506,1360.31,0.0,0,245.45,0.0,0.18,young_prof,0,"Professional job, 2-5 years experience",1417.16,2.04
1530.18,30,51.01,373.19,193.36,381.03,164.06,184.39,0,833.67,1.835,1093.75,492.19,2,6.94,0.45,0.006,young_prof,1,"Professional job, 2-5 years experience",1530.18,86.29
1040.7,28,37.17,280.51,134.8,261.65,138.35,114.13,2,867.42,1.2,1058.87,415.05,2,18.79,0.392,0.018,young_prof,1,"Professional job, 2-5 years experience",1040.7,55.97
173.82,4,43.45,49.66,22.61,42.4,173.31,18.63,26,904.12,0.192,1155.38,519.92,4,5.7,0.45,0.005,young_prof,1,"Professional job, 2-5 years experience",1296.44,62.4
1349.7,28,48.2,310.99,163.24,302.64,170.09,167.43,2,1142.19,1.182,1551.66,510.27,3,39.09,0.329,0.025,young_prof,1,"Professional job, 2-5 years experience",1472.51,58.99
488.04,13,37.54,136.47,54.2,106.12,0.0,55.4,17,876.82,0.557,995.49,0.0,0,195.89,0.0,0.197,young_prof,0,"Professional job, 2-5 years experience",1188.06,2.15
307.66,7,43.95,75.18,37.56,67.21,0.0,32.61,23,967.02,0.318,1109.91,0.0,0,170.88,0.0,0.154,young_prof,0,"Professional job, 2-5 years experience",1427.28,4.42
1716.86,25,68.67,430.67,183.26,384.36,125.16,219.7,5,1277.77,1.344,1627.82,375.49,2,86.27,0.231,0.053,young_prof,1,"Professional job, 2-5 years experience",1942.25,54.83
397.08,10,39.71,104.88,53.02,92.88,0.0,44.07,20,974.4,0.408,1077.97,0.0,0,44.81,0.0,0.042,young_prof,0,"Professional job, 2-5 years experience",1232.73,0.0
227.39,4,56.85,55.02,29.69,58.87,0.0,24.24,26,1444.26,0.157,1609.67,0.0,0,410.28,0.0,0.255,young_prof,0,"Professional job, 2-5 years experience",1649.19,0.19
172.9,3,57.63,46.92,18.5,43.48,0.0,20.26,27,1093.94,0.158,1400.06,0.0,0,366.16,0.0,0.262,young_prof,0,"Professional job, 2-5 years experience",1885.3,1.86
767.44,21,36.54,206.33,83.32,172.75,49.38,89.79,9,831.2,0.923,1075.13,148.13,1,14.76,0.138,0.014,young_prof,1,"Professional job, 2-5 years experience",1011.94,24.39
688.12,17,40.48,197.63,83.08,162.57,0.0,82.32,13,1098.95,0.626,1303.99,0.0,0,51.3,0.0,0.039,young_prof,0,"Professional job, 2-5 years experience",1123.34,10.27
731.31,9,81.26,212.63,97.58,161.08,0.0,91.71,21,1250.64,0.585,1404.58,0.0,0,54.36,0.0,0.039,young_prof,0,"Professional job, 2-5 years experience",2329.07,7.2
219.79,5,43.96,57.88,23.91,50.31,193.47,24.43,25,1142.31,0.192,1627.46,580.41,3,19.51,0.357,0.012,young_prof,1,"Professional job, 2-5 years experience",1302.23,48.57
1037.57,18,57.64,240.82,133.08,241.32,0.0,134.84,12,1196.79,0.867,1552.21,0.0,0,431.88,0.0,0.278,young_prof,0,"Professional job, 2-5 years experience",1858.35,8.46
292.91,6,48.82,74.95,37.04,62.41,0.0,33.18,24,986.84,0.297,1243.34,0.0,0,4.41,0.0,0.004,young_prof,0,"Professional job, 2-5 years experience",1363.45,6.39
860.33,17,50.61,233.32,97.17,186.37,192.95,110.89,13,1199.86,0.717,1471.26,578.86,3,17.09,0.393,0.012,young_prof,1,"Professional job, 2-5 years experience",1420.66,55.28
672.08,12,56.01,187.92,81.39,150.28,0.0,75.12,18,1387.04,0.485,1557.85,0.0,0,74.8,0.0,0.048,young_prof,0,"Professional job, 2-5 years experience",1638.96,6.07
27.92,1,27.92,7.43,3.55,6.67,0.0,3.07,29,985.31,0.028,1100.49,0.0,0,42.8,0.0,0.039,young_prof,0,"Professional job, 2-5 years experience",741.81,4.88
965.06,24,40.21,246.1,118.14,229.94,101.05,116.46,6,1037.14,0.93,1263.74,303.15,2,135.36,0.24,0.107,young_prof,1,"Professional job, 2-5 years experience",1190.65,33.0
1064.18,20,53.21,287.32,114.35,247.37,219.83,125.1,10,1076.7,0.988,1465.55,659.5,4,3.16,0.45,0.002,young_prof,1,"Professional job, 2-5 years experience",1553.86,70.16
907.11,26,34.89,249.23,117.28,226.68,147.73,99.5,4,703.29,1.29,984.87,443.19,4,8.09,0.45,0.008,young_prof,1,"Professional job, 2-5 years experience",1113.19,76.9
905.14,17,53.24,215.92,109.37,217.59,59.82,105.4,13,1246.92,0.726,1617.15,179.47,1,301.64,0.111,0.187,young_prof,1,"Professional job, 2-5 years experience",1645.79,22.7
879.18,18,48.84,205.32,106.88,205.04,0.0,110.54,12,1311.53,0.67,1529.01,0.0,0,334.34,0.0,0.219,young_prof,0,"Professional job, 2-5 years experience",1407.0,6.46
1137.5,28,40.63,284.26,138.38,288.2,186.93,127.73,2,856.67,1.328,1246.21,560.79,4,7.57,0.45,0.006,young_prof,1,"Professional job, 2-5 years experience",1150.63,80.92
509.79,5,101.96,140.6,62.89,136.69,0.0,64.94,25,1589.77,0.321,1785.82,0.0,0,326.88,0.0,0.183,young_prof,0,"Professional job, 2-5 years experience",3189.52,0.0
900.04,19,47.37,211.95,110.8,237.58,245.37,108.78,11,1325.01,0.679,1635.77,736.1,3,5.56,0.45,0.003,young_prof,1,"Professional job, 2-5 years experience",1377.27,58.58
340.9,6,56.82,94.46,40.59,77.12,0.0,44.78,24,1447.89,0.235,1711.67,0.0,0,384.94,0.0,0.225,young_prof,0,"Professional job, 2-5 years experience",1933.97,0.0
2230.69,25,89.23,639.6,275.27,545.91,256.08,267.73,5,1292.81,1.725,1726.92,768.24,4,18.17,0.445,0.011,young_prof,1,"Professional job, 2-5 years experience",2506.84,90.57
830.09,19,43.69,200.94,110.0,201.71,171.98,101.33,11,842.14,0.986,1146.54,515.94,4,6.47,0.45,0.006,young_prof,1,"Professional job, 2-5 years experience",1393.46,70.16
142.51,4,35.63,33.01,16.45,33.27,148.4,15.66,26,793.26,0.18,989.35,445.21,3,5.28,0.45,0.005,young_prof,1,"Professional job, 2-5 years experience",975.99,57.84
1009.75,18,56.1,255.43,132.38,232.69,0.0,127.08,12,1307.84,0.772,1629.34,0.0,0,420.97,0.0,0.258,young_prof,0,"Professional job, 2-5 years experience",1750.5,4.62
99.78,3,33.26,28.3,13.01,26.47,150.22,10.6,27,761.32,0.131,1001.48,450.67,4,3.66,0.45,0.004,young_prof,1,"Professional job, 2-5 years experience",1090.51,60.56
856.92,13,65.92,205.32,114.41,185.51,198.34,114.02,17,1264.43,0.678,1710.27,595.01,2,95.81,0.348,0.056,young_prof,1,"Professional job, 2-5 years experience",1884.6,37.45
258.78,7,36.97,59.76,32.61,62.76,0.0,34.49,23,904.36,0.286,1122.44,0.0,0,122.25,0.0,0.109,young_prof,0,"Professional job, 2-5 years experience",1147.28,4.53
659.63,19,34.72,170.38,75.97,172.86,136.0,78.56,11,734.86,0.898,966.81,408.01,2,21.03,0.422,0.022,young_prof,1,"Professional job, 2-5 years experience",941.47,44.95
28.3,1,28.3,7.76,3.01,7.2,154.59,3.22,29,744.37,0.038,1030.57,463.76,4,9.38,0.45,0.009,young_prof,1,"Professional job, 2-5 years experience",845.47,71.67
860.48,14,61.46,201.21,94.45,184.38,217.41,108.49,16,1172.59,0.734,1449.41,652.23,4,8.93,0.45,0.006,young_prof,1,"Professional job, 2-5 years experience",1768.74,63.42
457.18,12,38.1,104.89,54.02,96.98,154.28,52.7,18,825.07,0.554,1028.51,462.83,4,6.11,0.45,0.006,young_prof,1,"Professional job, 2-5 years experience",1014.77,57.17
170.79,3,56.93,45.2,20.97,39.94,0.0,21.24,27,1339.74,0.127,1601.61,0.0,0,447.9,0.0,0.28,young_prof,0,"Professional job, 2-5 years experience",1484.14,3.19
723.54,13,55.66,197.91,84.59,189.07,71.63,85.31,17,1252.81,0.578,1480.04,214.88,2,214.88,0.145,0.145,young_prof,1,"Professional job, 2-5 years experience",1544.04,28.06
233.8,5,46.76,59.72,27.75,52.14,146.89,25.1,25,1041.99,0.224,1353.21,440.68,2,10.07,0.326,0.007,young_prof,1,"Professional job, 2-5 years experience",1535.08,36.99
1355.44,27,50.2,366.63,163.52,359.0,110.32,162.17,3,1071.31,1.265,1328.59,330.95,2,101.62,0.249,0.076,young_prof,1,"Professional job, 2-5 years experience",1502.95,50.86
617.95,10,61.8,167.99,77.92,134.15,0.0,75.28,20,1452.65,0.425,1725.08,0.0,0,70.59,0.0,0.041,young_prof,0,"Professional job, 2-5 years experience",1662.03,2.9
659.37,19,34.7,172.55,84.72,170.05,0.0,74.15,11,979.31,0.673,1179.05,0.0,0,219.96,0.0,0.187,young_prof,0,"Professional job, 2-5 years experience",1049.7,6.68
131.78,1,131.78,36.11,15.83,35.26,50.91,15.56,29,1076.92,0.122,1458.34,152.72,1,48.69,0.105,0.033,young_prof,1,"Professional job, 2-5 years experience",3729.1,20.57
1327.3,27,49.16,369.03,142.23,356.69,177.42,140.69,3,952.47,1.394,1182.8,532.26,4,3.04,0.45,0.003,young_prof,1,"Professional job, 2-5 years experience",1494.08,85.84
1558.53,30,51.95,433.65,172.23,339.82,0.0,203.67,0,938.74,1.66,1174.26,0.0,0,84.5,0.0,0.072,young_prof,0,"Professional job, 2-5 years experience",1558.53,39.58
662.93,11,60.27,186.33,84.69,140.43,215.96,87.81,19,1209.65,0.548,1596.73,647.88,3,8.11,0.406,0.005,young_prof,1,"Professional job, 2-5 years experience",1799.34,61.27
1717.57,30,57.25,396.88,194.91,364.37,0.0,202.35,0,1292.26,1.329,1639.89,0.0,0,354.44,0.0,0.216,young_prof,0,"Professional job, 2-5 years experience",1717.57,15.1
290.76,6,48.46,72.45,37.33,68.68,0.0,34.76,24,1051.27,0.277,1308.91,0.0,0,360.35,0.0,0.275,young_prof,0,"Professional job, 2-5 years experience",1543.06,0.0
730.29,20,36.51,178.6,80.81,154.57,0.0,78.86,10,921.01,0.793,1159.46,0.0,0,118.23,0.0,0.102,young_prof,0,"Professional job, 2-5 years experience",1023.03,8.01
1082.9,30,36.1,304.74,126.84,263.05,0.0,118.17,0,791.72,1.368,1034.67,0.0,0,46.07,0.0,0.045,young_prof,0,"Professional job, 2-5 years experience",1082.9,27.3
787.05,14,56.22,198.71,99.58,184.02,193.88,95.71,16,1246.86,0.631,1517.07,581.64,4,57.6,0.383,0.038,young_prof,1,"Professional job, 2-5 years experience",1742.21,56.37
446.94,9,49.66,122.53,57.84,98.78,162.23,49.35,21,998.37,0.448,1403.44,486.69,4,77.57,0.347,0.055,young_prof,1,"Professional job, 2-5 years experience",1429.63,57.18
127.79,2,63.89,29.28,16.23,33.02,137.64,14.55,28,749.78,0.17,917.6,412.92,3,2.11,0.45,0.002,young_prof,1,"Professional job, 2-5 years experience",2134.27,58.38
1926.41,29,66.43,472.35,247.48,418.01,184.95,205.22,1,1201.92,1.603,1660.19,554.86,4,94.72,0.334,0.057,young_prof,1,"Professional job, 2-5 years experience",2079.03,83.4
910.25,17,53.54,225.37,114.56,233.57,0.0,108.65,13,1336.17,0.681,1770.83,0.0,0,434.75,0.0,0.246,young_prof,0,"Professional job, 2-5 years experience",1495.49,0.96
886.3,19,46.65,248.09,97.32,236.4,204.64,101.42,11,1007.78,0.879,1364.27,613.92,4,10.59,0.45,0.008,young_prof,1,"Professional job, 2-5 years experience",1337.91,61.44
199.51,3,66.5,54.49,26.57,46.46,137.05,26.04,27,716.09,0.279,913.69,411.16,4,2.51,0.45,0.003,young_prof,1,"Professional job, 2-5 years experience",1991.36,63.83
563.95,9,62.66,162.43,69.5,144.08,241.47,72.12,21,1353.79,0.417,1648.16,724.41,4,22.79,0.44,0.014,young_prof,1,"Professional job, 2-5 years experience",2038.02,62.35
471.36,13,36.26,124.97,49.81,119.45,95.02,60.67,17,903.76,0.522,1145.75,285.07,2,33.97,0.249,0.03,young_prof,1,"Professional job, 2-5 years experience",1029.99,40.27
1293.13,14,92.37,305.51,149.86,300.7,92.25,172.26,16,1431.27,0.903,1787.64,276.76,1,85.62,0.155,0.048,young_prof,1,"Professional job, 2-5 years experience",2997.05,20.27
318.16,5,63.63,83.31,41.09,74.76,0.0,35.89,25,1340.02,0.237,1629.03,0.0,0,150.76,0.0,0.093,young_prof,0,"Professional job, 2-5 years experience",2052.76,5.8
1129.78,19,59.46,286.83,144.85,298.92,0.0,133.63,11,1162.12,0.972,1313.88,0.0,0,221.34,0.0,0.168,young_prof,0,"Professional job, 2-5 years experience",1672.41,3.49
319.05,6,53.18,85.6,42.09,77.96,119.25,34.18,24,879.74,0.363,1130.82,357.76,2,5.0,0.316,0.004,young_prof,1,"Professional job, 2-5 years experience",1778.01,42.67
87.32,2,43.66,21.6,11.68,19.11,0.0,10.97,28,882.17,0.099,971.33,0.0,0,8.77,0.0,0.009,young_prof,0,"Professional job, 2-5 years experience",1209.9,9.04
735.29,12,61.27,199.09,88.83,174.26,0.0,85.58,18,1183.73,0.621,1428.99,0.0,0,71.92,0.0,0.05,young_prof,0,"Professional job, 2-5 years experience",1976.84,3.97
68.01,1,68.01,18.26,8.61,14.7,0.0,8.65,29,1126.6,0.06,1388.83,0.0,0,186.27,0.0,0.134,young_prof,0,"Professional job, 2-5 years experience",1887.15,3.73
1144.88,23,49.78,322.72,152.14,291.67,219.32,139.47,7,1033.77,1.107,1462.1,657.95,4,4.37,0.45,0.003,young_prof,1,"Professional job, 2-5 years experience",1401.4,66.84
152.0,3,50.67,41.64,16.73,35.2,225.51,19.27,27,1184.13,0.128,1503.4,676.53,4,11.5,0.45,0.008,young_prof,1,"Professional job, 2-5 years experience",1709.48,64.72
188.4,5,37.68,49.02,20.46,50.16,80.97,24.19,25,785.42,0.24,1056.13,242.9,1,113.48,0.23,0.107,young_prof,1,"Professional job, 2-5 years experience",1117.38,21.89
1395.26,19,73.43,359.5,152.8,358.3,0.0,174.96,11,1376.28,1.014,1531.14,0.0,0,292.39,0.0,0.191,young_prof,0,"Professional job, 2-5 years experience",2193.6,8.96
1355.96,30,45.2,365.47,178.16,326.86,191.32,170.61,0,1000.27,1.356,1287.35,573.95,4,4.57,0.446,0.004,young_prof,1,"Professional job, 2-5 years experience",1355.96,83.88
360.0,7,51.43,94.77,38.56,81.92,0.0,40.4,23,1271.61,0.283,1645.82,0.0,0,380.55,0.0,0.231,young_prof,0,"Professional job, 2-5 years experience",1646.03,0.47
1030.71,29,35.54,267.24,127.74,258.82,172.59,122.23,1,921.49,1.119,1150.57,517.76,4,6.41,0.45,0.006,young_prof,1,"Professional job, 2-5 years experience",1137.43,68.4
553.49,7,79.07,157.58,59.7,121.89,0.0,63.87,23,1362.17,0.406,1657.18,0.0,0,98.56,0.0,0.059,young_prof,0,"Professional job, 2-5 years experience",2535.92,14.36
726.1,21,34.58,204.95,82.03,165.06,168.29,91.52,9,859.82,0.844,1121.9,504.86,3,5.74,0.45,0.005,young_prof,1,"Professional job, 2-5 years experience",1095.33,53.17
398.87,13,30.68,98.39,50.78,94.02,0.0,49.59,17,802.42,0.497,956.35,0.0,0,62.81,0.0,0.066,young_prof,0,"Professional job, 2-5 years experience",866.59,8.26
1581.73,24,65.91,431.23,204.87,354.52,0.0,181.51,6,1516.34,1.043,1663.16,0.0,0,173.34,0.0,0.104,young_prof,0,"Professional job, 2-5 years experience",2056.01,11.27
1279.4,19,67.34,342.63,147.32,289.48,158.55,149.73,11,1209.62,1.058,1505.21,475.65,3,126.04,0.316,0.084,young_prof,1,"Professional job, 2-5 years experience",2050.93,57.83
707.67,17,41.63,178.8,87.96,179.61,92.76,80.93,13,1155.48,0.612,1509.91,278.28,1,44.72,0.184,0.03,young_prof,1,"Professional job, 2-5 years experience",1144.62,20.49
342.95,9,38.11,99.11,45.02,90.5,0.0,45.22,21,934.14,0.367,1024.83,0.0,0,3.58,0.0,0.003,young_prof,0,"Professional job, 2-5 years experience",1209.19,11.57
161.53,4,40.38,42.2,21.03,35.03,0.0,17.84,26,981.95,0.164,1100.13,0.0,0,178.99,0.0,0.163,young_prof,0,"Professional job, 2-5 years experience",1073.61,0.0
258.39,5,51.68,69.85,33.15,63.15,136.09,32.8,25,715.09,0.361,1003.67,408.26,2,32.98,0.407,0.033,young_prof,1,"Professional job, 2-5 years experience",1480.13,43.0
1315.46,25,52.62,381.09,140.8,295.46,0.0,159.0,5,1262.23,1.042,1534.28,0.0,0,136.52,0.0,0.089,young_prof,0,"Professional job, 2-5 years experience",1607.95,18.84
696.91,14,49.78,190.52,75.19,172.16,0.0,81.06,16,914.2,0.762,1088.17,0.0,0,199.26,0.0,0.183,young_prof,0,"Professional job, 2-5 years experience",1484.79,6.9
608.55,14,43.47,146.54,69.68,152.49,123.16,71.32,16,946.79,0.643,1142.18,369.47,2,85.07,0.323,0.074,young_prof,1,"Professional job, 2-5 years experience",1375.48,43.03
1411.22,28,50.4,382.06,168.08,338.44,67.93,186.89,2,1212.45,1.164,1421.98,203.79,2,208.76,0.143,0.147,young_prof,1,"Professional job, 2-5 years experience",1528.06,45.46
1336.41,23,58.1,357.97,148.86,302.47,206.76,164.08,7,961.8,1.389,1378.37,620.27,4,10.52,0.45,0.008,young_prof,1,"Professional job, 2-5 years experience",1738.35,83.53
558.04,12,46.5,159.8,65.48,141.21,0.0,68.73,18,1210.46,0.461,1575.79,0.0,0,420.38,0.0,0.267,young_prof,0,"Professional job, 2-5 years experience",1294.52,3.1
819.11,13,63.01,193.62,92.84,219.35,0.0,91.22,17,1297.07,0.632,1499.21,0.0,0,311.34,0.0,0.208,young_prof,0,"Professional job, 2-5 years experience",1726.92,2.97
265.06,7,37.87,75.32,34.75,65.12,144.12,28.98,23,699.18,0.379,960.81,432.36,4,6.44,0.45,0.007,young_prof,1,"Professional job, 2-5 years experience",1086.17,70.67
1369.93,29,47.24,389.01,177.1,345.63,125.25,181.21,1,876.0,1.564,1215.42,375.76,3,96.62,0.309,0.079,young_prof,1,"Professional job, 2-5 years experience",1545.85,69.13
246.76,7,35.25,59.23,31.66,57.14,44.19,32.76,23,806.09,0.306,942.97,132.58,1,85.51,0.141,0.091,young_prof,1,"Professional job, 2-5 years experience",966.2,25.62
216.9,5,43.38,51.13,24.91,51.9,0.0,27.45,25,1104.04,0.196,1458.39,0.0,0,57.6,0.0,0.039,young_prof,0,"Professional job, 2-5 years experience",1178.34,9.59
372.21,13,28.63,89.94,39.53,94.6,0.0,39.47,17,810.47,0.459,992.8,0.0,0,182.58,0.0,0.184,young_prof,0,"Professional job, 2-5 years experience",857.28,5.53
707.95,15,47.2,173.39,80.34,166.92,0.0,75.39,15,1219.73,0.58,1471.02,0.0,0,266.75,0.0,0.181,young_prof,0,"Professional job, 2-5 years experience",1523.41,5.82
101.07,3,33.69,23.91,11.72,24.17,91.93,12.29,27,815.06,0.124,978.85,275.79,3,16.8,0.282,0.017,young_prof,1,"Professional job, 2-5 years experience",1047.29,47.48
1370.52,24,57.1,388.53,147.26,353.46,0.0,169.53,6,1065.46,1.286,1363.87,0.0,0,47.17,0.0,0.035,young_prof,0,"Professional job, 2-5 years experience",1895.64,26.7
1286.12,21,61.24,298.48,158.19,309.95,0.0,157.5,9,1416.86,0.908,1730.43,0.0,0,129.0,0.0,0.075,young_prof,0,"Professional job, 2-5 years experience",1643.75,6.47
433.96,11,39.45,118.48,55.45,94.42,157.64,49.11,19,796.55,0.545,1050.93,472.92,3,5.66,0.45,0.005,young_prof,1,"Professional job, 2-5 years experience",1239.94,51.81
519.42,12,43.28,132.08,67.63,119.58,194.02,63.22,18,992.21,0.523,1293.44,582.05,2,9.36,0.45,0.007,young_prof,1,"Professional job, 2-5 years experience",1335.16,45.19
848.7,25,33.95,234.11,101.48,218.69,39.9,100.43,5,871.81,0.973,1047.43,119.7,1,12.68,0.114,0.012,young_prof,1,"Professional job, 2-5 years experience",1045.43,24.99
578.19,14,41.3,160.27,72.71,149.39,132.69,63.34,16,939.17,0.616,1092.67,398.06,2,18.96,0.364,0.017,young_prof,1,"Professional job, 2-5 years experience",1271.88,42.4
1428.83,21,68.04,406.23,161.19,354.52,0.0,162.16,9,1314.4,1.087,1584.08,0.0,0,253.25,0.0,0.16,young_prof,0,"Professional job, 2-5 years experience",2087.89,10.46
196.9,4,49.23,56.54,23.37,47.49,100.67,23.34,26,1015.72,0.194,1243.32,302.0,1,85.93,0.243,0.069,young_prof,1,"Professional job, 2-5 years experience",1400.33,30.66
1013.89,18,56.33,244.29,127.22,222.15,29.95,129.45,12,1421.82,0.713,1652.76,89.84,1,255.42,0.054,0.155,young_prof,1,"Professional job, 2-5 years experience",1696.67,16.91
